url_path,views_total,views_unique
/mevanlc/aics,26,4
/mevanlc/aics/releases,10,1
/mevanlc/aics/actions,2,1
/mevanlc/aics/actions/runs/24019275090/job/70044685132,2,1
/mevanlc/aics/blob/main/src/tui/color_ext.rs,2,1
/mevanlc/aics/releases/tag/v0.1.1,2,1
/mevanlc/aics/tags,2,1
/mevanlc/aics/tree/main/src,2,1
/mevanlc/aics/actions/runs/24019275090,1,1
/mevanlc/aics/actions/runs/24019275090/job/70044685121,1,1
