url_path,views_total,views_unique
/mevanlc/mevanlc-repo-stats,1,1
/mevanlc/mevanlc-repo-stats/blob/7986c54541362742c09142b349435a93b8c2f4ca/site/f/resources/github-markdown.css,1,1
/mevanlc/mevanlc-repo-stats/blob/main/site,1,1
